id;title;listtitle;longtitle;altimage;popular;phoneCallToActionTitle;seo_title;seo_h1;seo_description;layout;typePost;section;folder;sort;breadcrumbs;alias;banner;thumbnail;content
108;Мобильные устройства;Восстановление данных с мобильных устройств;Восстановление данных с мобильных устройств;Восстановление данных с мобильных устройств;false;Нужно восстановление данных с мобльного устройства? Звоните!;Восстановление данных с мобильных устройств;Восстановление данных с мобильных устройств;При поломке телефона самое дорогое - это личные данные, которые в нем остались. Обращайтесь и мы поможем их 'вытащить' из поломанного устройства.;service;recovery-devices;/services;recovery/devices;600;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""Устройства"", ""url"":  ""/services/recovery/devices/""}]";mobilnye-ustroistva;/assets/images/upload/services/recovery/devices/mobilnye-ustroistva.jpg;/assets/images/upload/services/recovery/devices/thumb_mobilnye-ustroistva.jpg;При поломке телефона самое дорогое - это личные данные, которые в нем остались. Обращайтесь и мы поможем их 'вытащить' из поломанного устройства.
109;Видеорегистраторы;Восстановление данных с видеорегистратора;Восстановление данных с видеорегистратора;Восстановление данных с видеорегистратора;false;Нужно восстановление данных с видеорегистратора? Звоните!;Восстановление данных с видеорегистратора;Восстановление данных с видеорегистратора;Потерянные данные с видеорегистратора обычно содержат жизненноважные данные. Обращайтесь и мы поможем восстановить их {% inCity %} и с автомобильного видеорегистратора и со стационарного.;service;recovery-devices;/services;recovery/devices;700;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""Устройства"", ""url"":  ""/services/recovery/devices/""}]";videoregistratory;/assets/images/upload/services/recovery/devices/videoregistratory.jpg;/assets/images/upload/services/recovery/devices/thumb_videoregistratory.jpg;Потерянные данные с видеорегистратора обычно содержат жизненноважные данные. Обращайтесь и мы поможем восстановить их {% inCity %} и с автомобильного видеорегистратора и со стационарного.
110;Нотбуки;Восстановление данных с ноутбука;Восстановление данных с ноутбука;Восстановление данных с ноутбука;false;Нужно восстановление данных с нотбука? Звоните!;Восстановление данных с ноутбука;Восстановление данных с ноутбука;Ваш ноутбук не включается, но срочно нужны данные с него? Обращайтесь и мы их достанем для Вас в сжатые сроки {% inCity %}.;service;recovery-devices;/services;recovery/devices;800;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""Устройства"", ""url"":  ""/services/recovery/devices/""}]";notbuki;/assets/images/upload/services/recovery/devices/notbuki.jpg;/assets/images/upload/services/recovery/devices/thumb_notbuki.jpg;Ваш ноутбук не включается, но срочно нужны данные с него? Обращайтесь и мы их достанем для Вас в сжатые сроки {% inCity %}.
111;NAS;Восстановление данных с сетевых хранилищ NAS;Восстановление данных с сетевых хранилищ NAS;Восстановление данных с сетевых хранилищ NAS;false;Нужно восстановление данных на сетевом хранилище? Звоните!;Восстановление данных с сетевых хранилищ NAS;Восстановление данных с сетевых хранилищ NAS;Сетевое хранилище обычно содержит большой объем личных и рабочих данных. При его поломке данные становятся недоступны. Обращайтесь и мы оперативно восстановим их {% inCity %}.;service;recovery-devices;/services;recovery/devices;900;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""Устройства"", ""url"":  ""/services/recovery/devices/""}]";nas;/assets/images/upload/services/recovery/devices/nas.jpg;/assets/images/upload/services/recovery/devices/thumb_nas.jpg;Сетевое хранилище обычно содержит большой объем личных и рабочих данных. При его поломке данные становятся недоступны. Обращайтесь и мы оперативно восстановим их {% inCity %}.
112;Фотоаппарат;Восстановление данных с фотоаппарата;Восстановление данных с фотоаппарата;Восстановление данных с фотоаппарата;false;Нужно восстановление данных с фотоаппарата? Звоните!;Восстановление данных с фотоаппарата;Восстановление данных с фотоаппарата;Потерялись важные фотографии? Фотоаппарат пишет, что карта памяти неотформатирована? Обращайтесь и мы вернем ваши фото в сжатые сроки {% inCity %}.;service;recovery-devices;/services;recovery/devices;1000;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""Устройства"", ""url"":  ""/services/recovery/devices/""}]";fotoapparat;/assets/images/upload/services/recovery/devices/fotoapparat.jpg;/assets/images/upload/services/recovery/devices/thumb_fotoapparat.jpg;Потерялись важные фотографии? Фотоаппарат пишет, что карта памяти неотформатирована? Обращайтесь и мы вернем ваши фото в сжатые сроки {% inCity %}.
113;Архивы;Восстановление файлов архивов;Восстановление файлов архивов;Восстановление файлов архивов;false;Нужно восстановление файлов архивов? Звоните!;Восстановление файлов архивов;Восстановление файлов архивов;Прислали архив по почте с документами, а он не открывается? Проблемы с разархивированием важных данных? Обращайтесь и мы поможем {% inCity %}.;service;recovery-data-types;/services;recovery/data-types;100;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""Типы данных"", ""url"":  ""/services/recovery/data-types/""}]";arhivy;/assets/images/upload/services/recovery/data-types/arhivy.jpg;/assets/images/upload/services/recovery/data-types/thumb_arhivy.jpg;Прислали архив по почте с документами, а он не открывается? Проблемы с разархивированием важных данных? Обращайтесь и мы поможем {% inCity %}.
114;Базы данных;Восстановление баз данных;Восстановление баз данных;Восстановление баз данных;true;Нужно восстановление базы данных? Звоните!;Восстановление баз данных;Восстановление баз данных;Не читается база данных вашей информационной системы? Мы можем ее восстановлить в сжатые сроки {% inCity %}.;service;recovery-data-types;/services;recovery/data-types;200;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""Типы данных"", ""url"":  ""/services/recovery/data-types/""}]";bazy-dannykh;/assets/images/upload/services/recovery/data-types/bazy-dannykh.jpg;/assets/images/upload/services/recovery/data-types/thumb_bazy-dannykh.jpg;Не читается база данных вашей информационной системы? Мы можем ее восстановлить в сжатые сроки {% inCity %}.
115;Документы;Восстановление файлов документов;Восстановление файлов документов;Восстановление файлов документов;false;Нужно восстановление файлов документов? Звоните!;Восстановление файлов документов;Восстановление файлов документов;Не читаются файлы документов Word, Excel, PDF и т.д? Мы поможем Вам вернуть важные данные {% inCity %}.;service;recovery-data-types;/services;recovery/data-types;300;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""Типы данных"", ""url"":  ""/services/recovery/data-types/""}]";dokumenty;/assets/images/upload/services/recovery/data-types/dokumenty.jpg;/assets/images/upload/services/recovery/data-types/thumb_dokumenty.jpg;Не читаются файлы документов Word, Excel, PDF и т.д? Мы поможем Вам вернуть важные данные {% inCity %}.
116;Музыка;Восстановление аудиофайлов;Восстановление аудиофайлов;Восстановление аудиофайлов;false;Нужно восстановление аудиофайлов? Звоните!;Восстановление аудиофайлов;Восстановление аудиофайлов;Не читаются файлы с аудиозаписями? Обращайтесь и мы восстановим их {% inCity %}.;service;recovery-data-types;/services;recovery/data-types;400;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""Типы данных"", ""url"":  ""/services/recovery/data-types/""}]";muzyka;/assets/images/upload/services/recovery/data-types/muzyka.jpg;/assets/images/upload/services/recovery/data-types/thumb_muzyka.jpg;Не читаются файлы с аудиозаписями? Обращайтесь и мы восстановим их {% inCity %}.
117;Фотографии;Восстановление файлов изображений и фотографий;Восстановление файлов изображений и фотографий;Восстановление файлов изображений и фотографий;false;Нужно восстановление фотографий? Звоните!;Восстановление файлов изображений и фотографий;Восстановление файлов изображений и фотографий;Не читаются файлы фотографий или изображений. Обращайтесь и мы восстановим их {% inCity %}.;service;recovery-data-types;/services;recovery/data-types;500;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""Типы данных"", ""url"":  ""/services/recovery/data-types/""}]";fotografii;/assets/images/upload/services/recovery/data-types/fotografii.jpg;/assets/images/upload/services/recovery/data-types/thumb_fotografii.jpg;Не читаются файлы фотографий или изображений. Обращайтесь и мы восстановим их {% inCity %}.
118;Видео;Восстановление видео файлов;Восстановление видео файлов;Восстановление видео файлов;false;Нужно восстановление видео файлов? Звоните!;Восстановление видео файлов;Восстановление видео файлов;Не читаются файлы с видеозаписями? Обращайтесь и мы восстановим их {% inCity %}.;service;recovery-data-types;/services;recovery/data-types;600;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""Типы данных"", ""url"":  ""/services/recovery/data-types/""}]";video;/assets/images/upload/services/recovery/data-types/video.jpg;/assets/images/upload/services/recovery/data-types/thumb_video.jpg;Не читаются файлы с видеозаписями? Обращайтесь и мы восстановим их {% inCity %}.
119;Падение;Восстановление данных после падения;Восстановление данных после падения;Восстановление данных после падения;false;Нужно восстановление данных после падения? Звоните!;Восстановление данных после падения;Восстановление данных после падения;После падения устройства с него не читаются файлы? Обращайтесь и мы восстановим их {% inCity %}.;service;recovery-causes;/services;recovery/causes;100;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""После проишествий"", ""url"":  ""/services/recovery/causes/""}]";padenie;/assets/images/upload/services/recovery/causes/padenie.jpg;/assets/images/upload/services/recovery/causes/thumb_padenie.jpg;После падения устройства с него не читаются файлы? Обращайтесь и мы восстановим их {% inCity %}.
120;Удаление;Восстановление данных после удаления;Восстановление данных после удаления;Восстановление данных после удаления;false;Нужно восстановление данных после удаления? Звоните!;Восстановление данных после удаления;Восстановление данных после удаления;Вы удалили файлы с компьютера? Обращайтесь и мы восстановим их {% inCity %}.;service;recovery-causes;/services;recovery/causes;200;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""После проишествий"", ""url"":  ""/services/recovery/causes/""}]";udalenie;/assets/images/upload/services/recovery/causes/udalenie.jpg;/assets/images/upload/services/recovery/causes/thumb_udalenie.jpg;Вы удалили файлы с компьютера? Обращайтесь и мы восстановим их {% inCity %}.
121;Шифрование;Восстановление данных после шифрования;Восстановление данных после шифрования;Восстановление данных после шифрования;false;Нужно восстановление данных после шифрования? Звоните!;Восстановление данных после шифрования;Восстановление данных после шифрования;Вас взломали? И зашифровали все нужные файлы? Обращайтесь и мы восстановим их {% inCity %}.;service;recovery-causes;/services;recovery/causes;300;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""После проишествий"", ""url"":  ""/services/recovery/causes/""}]";shifrovanie;/assets/images/upload/services/recovery/causes/shifrovanie.jpg;/assets/images/upload/services/recovery/causes/thumb_shifrovanie.jpg;Вас взломали? И зашифровали все нужные файлы? Обращайтесь и мы восстановим их {% inCity %}.
122;Пожар;Восстановление данных после возгорания или пожара;Восстановление данных после возгорания или пожара;Восстановление данных после возгорания или пожара;false;Нужно восстановление данных после пожара? Звоните!;Восстановление данных после возгорания или пожара;Восстановление данных после возгорания или пожара;Ваше устройство сгорело? Нужны с него файлы? Обращайтесь и мы восстановим их {% inCity %}.;service;recovery-causes;/services;recovery/causes;400;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""После проишествий"", ""url"":  ""/services/recovery/causes/""}]";pozhar;/assets/images/upload/services/recovery/causes/pozhar.jpg;/assets/images/upload/services/recovery/causes/thumb_pozhar.jpg;Ваше устройство сгорело? Нужны с него файлы? Обращайтесь и мы восстановим их {% inCity %}.
123;Форматирование;Восстановление данных после форматирования;Восстановление данных после форматирования;Восстановление данных после форматирования;true;Нужно восстановление данных после формата? Звоните!;Восстановление данных после форматирования;Восстановление данных после форматирования; Если Вы отформатировали диск или флешку, то данные еще возможно восстановить. Обращайтесь. Поможем {% inCity %}. ;service;recovery-causes;/services;recovery/causes;500;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""После проишествий"", ""url"":  ""/services/recovery/causes/""}]";formatirovanie;/assets/images/upload/services/recovery/causes/formatirovanie.jpg;/assets/images/upload/services/recovery/causes/thumb_formatirovanie.jpg; Если Вы отформатировали диск или флешку, то данные еще возможно восстановить. Обращайтесь. Поможем {% inCity %}. 
124;Влага;Восстановление данных после залития или попадания влаги;Восстановление данных после залития или попадания влаги;Восстановление данных после залития или попадания влаги;false;Нужно восстановление данных после залития? Звоните!;Восстановление данных после залития или попадания влаги;Восстановление данных после залития или попадания влаги;Залили компьютер? Нужны с него файлы? Обращайтесь и мы восстановим их {% inCity %}.;service;recovery-causes;/services;recovery/causes;600;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""После проишествий"", ""url"":  ""/services/recovery/causes/""}]";vlaga;/assets/images/upload/services/recovery/causes/vlaga.jpg;/assets/images/upload/services/recovery/causes/thumb_vlaga.jpg;Залили компьютер? Нужны с него файлы? Обращайтесь и мы восстановим их {% inCity %}.
125;Заражение вирусами;Восстановление данных после заражения вирусами;Восстановление данных после заражения вирусами;Восстановление данных после заражения вирусами;true;Нужно восстановление данных после вирусов? Звоните!;Восстановление данных после заражения вирусами;Восстановление данных после заражения вирусами;Нахватали вирусов? Не можете открыть нужные файлы? Обращайтесь и мы восстановим их {% inCity %}.;service;recovery-causes;/services;recovery/causes;700;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""После проишествий"", ""url"":  ""/services/recovery/causes/""}]";zarazhenie-virusami;/assets/images/upload/services/recovery/causes/zarazhenie-virusami.jpg;/assets/images/upload/services/recovery/causes/thumb_zarazhenie-virusami.jpg;Нахватали вирусов? Не можете открыть нужные файлы? Обращайтесь и мы восстановим их {% inCity %}.
126;Перезапись;Восстановление данных после перезаписи;Восстановление данных после перезаписи;Восстановление данных после перезаписи;false;Нужно восстановление данных после перезаписи? Звоните!;Восстановление данных после перезаписи;Восстановление данных после перезаписи;Перезаписали нужные документы на компьютере? Обращайтесь и мы постараемся их восстановить {% inCity %}.;service;recovery-causes;/services;recovery/causes;800;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Восстановление данных"", ""url"": ""/services/recovery/""},{""name"": ""После проишествий"", ""url"":  ""/services/recovery/causes/""}]";perezapis;/assets/images/upload/services/recovery/causes/perezapis.jpg;/assets/images/upload/services/recovery/causes/thumb_perezapis.jpg;Перезаписали нужные документы на компьютере? Обращайтесь и мы постараемся их восстановить {% inCity %}.
127;Монтаж роутера на стену;Монтаж роутера на стену;Монтаж роутера на стену;Монтаж роутера на стену;false;;Монтаж роутера на стену;Монтаж роутера на стену;После выбора подходящего места для Wi-Fi роутера, его необходимо закрепить или смонтировать так, чтобы аппарат не мешал, не занимал много места и мог свободно выполнять возложенные на него функции. Например, идеальное место для роутера в квартире - на стене в коридоре, так как кабель интернета обычно проведён именно там, и отпадает необходимость тянуть провода по всей квартире.;service;net-build;/services;net/build;100;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Сети и интернет"", ""url"": ""/services/net/""},{""name"": ""Прокладка"", ""url"":  ""/services/net/build/""}]";montazh-routera-na-stenu;/assets/images/upload/services/net/build/montazh-routera-na-stenu.jpg;/assets/images/upload/services/net/build/thumb_montazh-routera-na-stenu.jpg;"После выбора подходящего места для Wi-Fi роутера, его необходимо закрепить или смонтировать так, чтобы аппарат не мешал, не занимал много места и мог свободно выполнять возложенные на него функции.

Например, идеальное место для роутера в квартире - на стене в коридоре, так как кабель интернета обычно проведён именно там, и отпадает необходимость тянуть провода по всей квартире.

На пути сигнала от роутера к устройству должно быть как можно меньше стен (особенно несущих бетонных), стен со звукоизоляцией и железных бронированных дверей, так как сигнал проходит по прямой линии от роутера к устройству."
128;Настройка роутера;Настройка роутера;Настройка роутера;Настройка роутера;true;Нужна настройка роутера? Звоните!;Настройка роутера;Настройка роутера;С помощью Wi-Fi роутера выполняется беспроводное подключение устройств, которое значительно облегчает пользователю как доступ к интернету {% inCity %}, так и помогает объединить в беспроводную сеть все устройства, поддерживающие функцию Wi-Fi, будь то компьютер, ноутбук, медиацентр, IPTV-приставка, IP-камера, IP-телефон и т.д.;service;net-config;/services;net/config;100;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Сети и интернет"", ""url"": ""/services/net/""},{""name"": ""Настройка"", ""url"":  ""/services/net/config/""}]";nastroika-routera;/assets/images/upload/services/net/config/nastroika-routera.jpg;/assets/images/upload/services/net/config/thumb_nastroika-routera.jpg;"С помощью Wi-Fi роутера выполняется беспроводное подключение устройств, которое значительно облегчает пользователю как доступ к интернету (отпадает необходимость быть привязанным к одному месту), так и помогает объединить в беспроводную сеть все устройства, поддерживающие функцию Wi-Fi, будь то компьютер, ноутбук, медиацентр, IPTV-приставка, IP-камера, IP-телефон и т.д.

Только правильная настройка роутера может гарантировать стабильную и безотказную работу Wi-Fi сети в Вашей квартире, доме, офисе, на предприятии, и наши специалисты оперативно справятся с этой задачей.

Мы проконсультируем и подберём под Ваши устройства нужный роутер {% inCity %}, поможем с приобретением по выгодной цене и настроим под ключ, включая защиту от несанкционированного доступа."
129;Подключение дополнительной антенны к Wi-Fi роутеру;Подключение дополнительной антенны к Wi-Fi роутеру;Подключение дополнительной антенны к Wi-Fi роутеру;Подключение дополнительной антенны к Wi-Fi роутеру;false;Слабый сигнал Wi-Fi? Звоните!;Подключение дополнительной антенны к Wi-Fi роутеру;Подключение дополнительной антенны к Wi-Fi роутеру;Усиливающая антенна служит для увеличения дальности беспроводного сигнала Wi-Fi и повышения качества соединения. Является незаменимым помощником при проблемах покрытия сигналом заданной зоны {% inCity %}. Подключается к Wi-Fi роутеру, маршрутизатору, портам компьютера и обеспечивает стабильную передачу данных на большие расстояния.;service;net-config;/services;net/config;200;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Сети и интернет"", ""url"": ""/services/net/""},{""name"": ""Настройка"", ""url"":  ""/services/net/config/""}]";podcliuchenie-dopolnitelnoi-antenny-k-wi-fi-routeru;/assets/images/upload/services/net/config/podcliuchenie-dopolnitelnoi-antenny-k-wi-fi-routeru.jpg;/assets/images/upload/services/net/config/thumb_podcliuchenie-dopolnitelnoi-antenny-k-wi-fi-routeru.jpg;"Усиливающая антенна служит для увеличения дальности беспроводного сигнала Wi-Fi и повышения качества соединения. Является незаменимым помощником при проблемах покрытия сигналом заданной зоны {% inCity %}.

Подключается к Wi-Fi роутеру, маршрутизатору, портам компьютера и обеспечивает стабильную передачу данных на большие расстояния. Существуют антенны для использования внутри помещений (квартира, офис, склад, производство) и для работы снаружи здания (на даче для нескольких домов, между зданиями).

Также антенны различаются по типу действия – направленные и всенаправленные. Направленные антенны служат для организации сети по принципу точка-точка (например, для “пробивания” сигналом толстых стен), всенаправленные – для равномерного покрытия всей заданной территории. Выбирать антенну необходимо исходя из поставленных задач и условий для организации Wi-Fi сети.

"
130;Настройка IPTV;Настройка IPTV;Настройка IPTV;Настройка IPTV;false;Нужно настроить IPTV? Звоните!;Настройка IPTV;Настройка IPTV;В наше время всё большей популярности набирает использование нового поколения телевидения. Один из вариантов - это цифровое телевидение по интернет протоколу или IPTV. IPTV предоставляет широкий спектр услуг и возможностей: от HD качества и звука в формате 5.1 до интерактивных возможностей, например, оставить отзыв по фильму, просмотреть анонс, справочную информацию, выбрать варианты звукового сопровождения и т.д.;service;net-config;/services;net/config;300;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Сети и интернет"", ""url"": ""/services/net/""},{""name"": ""Настройка"", ""url"":  ""/services/net/config/""}]";nastroika-iptv;/assets/images/upload/services/net/config/nastroika-iptv.jpg;/assets/images/upload/services/net/config/thumb_nastroika-iptv.jpg;"В наше время всё большей популярности набирает использование нового поколения телевидения.

Один из вариантов - это цифровое телевидение по интернет протоколу или IPTV. IPTV предоставляет широкий спектр услуг и возможностей: от HD качества и звука в формате 5.1 до интерактивных возможностей, например, оставить отзыв по фильму, просмотреть анонс, справочную информацию, выбрать варианты звукового сопровождения и т.д.

Использование данной технологии возможно при наличии у Вас интернета с подключенной услугой IPTV, а также клиентского оборудования (Wi-Fi роутер, компьютер, ноутбук, IPTV-приставка, телевизор с технологией SMART-TV и т.д.)."
131;Настройка IP-камеры;Настройка IP-камеры;Настройка IP-камеры;Настройка IP-камеры;false;Нужна настройка IP-камеры? Звоните!;Настройка IP-камеры;Настройка IP-камеры;Когда возникает необходимость дистанционно, через сеть интернет, визуально контролировать происходящее (в отпуске наблюдать за своими питомцами, в командировке контролировать грудного малыша, следить за Вашей приватной территорией и др.), незаменимым помощником выступает IP-камера, которая передаёт цифровой сигнал видеопотока по сети Wi-Fi, имеет свой IP-адрес и настраивается с помощью меню web интерфейса.;service;net-config;/services;net/config;400;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Сети и интернет"", ""url"": ""/services/net/""},{""name"": ""Настройка"", ""url"":  ""/services/net/config/""}]";nastroika-ip-kamery-dlia-prosmotra-cherez-internet;/assets/images/upload/services/net/config/nastroika-ip-kamery-dlia-prosmotra-cherez-internet.jpg;/assets/images/upload/services/net/config/thumb_nastroika-ip-kamery-dlia-prosmotra-cherez-internet.jpg;"Когда возникает необходимость дистанционно, через сеть интернет, визуально контролировать происходящее (в отпуске наблюдать за своими питомцами, в командировке контролировать грудного малыша, следить за Вашей приватной территорией и др.), незаменимым помощником выступает IP-камера, которая передаёт цифровой сигнал видеопотока по сети Wi-Fi, имеет свой IP-адрес и настраивается с помощью меню web интерфейса.

Имея дома свою защищённую сеть Wi-Fi с доступом к интернету, IP-камеру (проконсультируем и поспособствуем с приобретением), наши специалисты легко воплотят в жизнь любое Ваше решение."
132;Настройка интернета через мобильный телефон;Настройка интернета через мобильный телефон;Настройка интернета через мобильный телефон;Настройка интернета через мобильный телефон;false;Нужен интернет через телефон? Звоните!;Настройка интернета через мобильный телефон;Настройка интернета через мобильный телефон;Пользование ноутбуком вне дома омрачается отсутствием интернета. Мы поможем настроить интернет через мобильный телефон {% inCity %}.;service;net-config;/services;net/config;500;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Сети и интернет"", ""url"": ""/services/net/""},{""name"": ""Настройка"", ""url"":  ""/services/net/config/""}]";nastroika-internet-cherez-mobilnyi-telefon;/assets/images/upload/services/net/config/nastroika-internet-cherez-mobilnyi-telefon.jpg;/assets/images/upload/services/net/config/thumb_nastroika-internet-cherez-mobilnyi-telefon.jpg;Пользование ноутбуком вне дома омрачается отсутствием интернета. Мы поможем настроить интернет через мобильный телефон {% inCity %}.
133;Настройка интернета через локальную сеть;Настройка интернета через локальную сеть;Настройка интернета через локальную сеть;Настройка интернета через локальную сеть;true;Нуден интернет через локальную сеть? Звоните!;Настройка интернета через локальную сеть;Настройка интернета через локальную сеть;Если у Вас один компьютер, то Вам не нужен роутер. Достаточно просто правильно настроить интернет соединения на компьютере.;service;net-config;/services;net/config;600;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Сети и интернет"", ""url"": ""/services/net/""},{""name"": ""Настройка"", ""url"":  ""/services/net/config/""}]";nastroika-internet-cherez-lokalnuiu-set;/assets/images/upload/services/net/config/nastroika-internet-cherez-lokalnuiu-set.jpg;/assets/images/upload/services/net/config/thumb_nastroika-internet-cherez-lokalnuiu-set.jpg;Если у Вас один компьютер, то Вам не нужен роутер. Достаточно просто правильно настроить интернет соединения на компьютере.
134;Получение сетевых настроек от Интернет провайдера;Получение сетевых настроек от Интернет провайдера;Получение сетевых настроек от Интернет провайдера;Получение сетевых настроек от Интернет провайдера;false;;Получение сетевых настроек от Интернет провайдера;Получение сетевых настроек от Интернет провайдера;Для настройки интернет соединения на компьютере или в роутере необходимо знать параметры подключения. Их надо уточнять у Вашего интернет провайдера {% inCity %}.;service;net-config;/services;net/config;700;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Сети и интернет"", ""url"": ""/services/net/""},{""name"": ""Настройка"", ""url"":  ""/services/net/config/""}]";poluchenie-setevykh-nastroek-ot-internet-provaidera;/assets/images/upload/services/net/config/poluchenie-setevykh-nastroek-ot-internet-provaidera.jpg;/assets/images/upload/services/net/config/thumb_poluchenie-setevykh-nastroek-ot-internet-provaidera.jpg;Для настройки интернет соединения на компьютере или в роутере необходимо знать параметры подключения. Их надо уточнять у Вашего интернет провайдера {% inCity %}.
135;Настройка браузера;Настройка браузера;Настройка браузера;Настройка браузера;true;Хотите удобней пользоваться интернетом? Звоните!;Настройка браузера;Настройка браузера;Правильно настроенный браузер гарантирует сохранность ваших закладок, истории посещений и т.д. Мы поможем настроить браузер так, как необходимо именно Вам.;service;net-config;/services;net/config;800;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Сети и интернет"", ""url"": ""/services/net/""},{""name"": ""Настройка"", ""url"":  ""/services/net/config/""}]";nastroika-brauzera;/assets/images/upload/services/net/config/nastroika-brauzera.jpg;/assets/images/upload/services/net/config/thumb_nastroika-brauzera.jpg;Правильно настроенный браузер гарантирует сохранность ваших закладок, истории посещений и т.д. Мы поможем настроить браузер так, как необходимо именно Вам.
136;Настройка почтового клиента;Настройка почтового клиента;Настройка почтового клиента;Настройка почтового клиента;false;Хотите более удобно работать с электронной почтой? Звоните!;Настройка почтового клиента;Настройка почтового клиента;Почтовый клиент позволяет собирать почту со всех почтовых ящиков в одном месте и сортировать ее и хранить, делать резервные копии и т.д.;service;net-config;/services;net/config;900;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Сети и интернет"", ""url"": ""/services/net/""},{""name"": ""Настройка"", ""url"":  ""/services/net/config/""}]";nastroika-pochtovogo-clienta;/assets/images/upload/services/net/config/nastroika-pochtovogo-clienta.jpg;/assets/images/upload/services/net/config/thumb_nastroika-pochtovogo-clienta.jpg;Почтовый клиент позволяет собирать почту со всех почтовых ящиков в одном месте и сортировать ее и хранить, делать резервные копии и т.д.
